"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"CRUSC","Calvert Management Series","99.98","$99.98M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/crusc",
"CLXT","Calyxt, Inc.","16.8","$547.22M","2017","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/clxt",
"CATC","Cambridge Bancorp","80.35","$330.62M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/catc",
"CAC","Camden National Corporation","43.29","$674.97M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cac",
"CAMT","Camtek Ltd.","8.52","$310.42M","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/camt",
"CSIQ","Canadian Solar Inc.","23.07","$1.35B","2006","Technology","Semiconductors","https://www.nasdaq.com/symbol/csiq",
"CGIX","Cancer Genetics, Inc.","0.2481","$10.19M","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cgix",
"CPHC","Canterbury Park Holding Corporation","14.091","$63.75M","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/cphc",
"CBNK","Capital Bancorp, Inc.","11.02","$150.67M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/cbnk",
"CCBG","Capital City Bank Group","23.38","$398.83M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccbg",
"CPLP","Capital Product Partners L.P.","2.16","$274.85M","2007","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/cplp",
"CSWC","Capital Southwest Corporation","21.47","$370M","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswc",
"CSWCL","Capital Southwest Corporation","25.8202","n/a","n/a","Consumer Non-Durables","Textiles","https://www.nasdaq.com/symbol/cswcl",
"CPTA","Capitala Finance Corp.","7.72","$123.74M","2013","n/a","n/a","https://www.nasdaq.com/symbol/cpta",
"CPTAG","Capitala Finance Corp.","25.05","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptag",
"CPTAL","Capitala Finance Corp.","25.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cptal",
"CFFN","Capitol Federal Financial, Inc.","13.02","$1.84B","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cffn",
"CAPR","Capricor Therapeutics, Inc.","0.455","$14.14M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/capr",
"CSTR","CapStar Financial Holdings, Inc.","16.03","$284.13M","2016","Finance","Major Banks","https://www.nasdaq.com/symbol/cstr",
"CPST","Capstone Turbine Corporation","0.795","$56.92M","2000","Energy","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cpst",
"CARA","Cara Therapeutics, Inc.","16.6","$654.82M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cara",
"CBLK","Carbon Black, Inc.","13.94","$946.77M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cblk",
"CARB","Carbonite, Inc.","24.65","$851.85M","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/carb",
"CSII","Cardiovascular Systems, Inc.","40.26","$1.4B","1981","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/csii",
"CDLX","Cardlytics, Inc.","16","$342.58M","2018","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cdlx",
"CATM","Cardtronics plc","29.35","$1.36B","2007","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/catm",
"CDNA","CareDx, Inc.","34.16","$1.41B","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cdna",
"CECO","Career Education Corporation","16.19","$1.13B","1998","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/ceco",
"CTRE","CareTrust REIT, Inc.","23.22","$2.06B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/ctre",
"CARG","CarGurus, Inc.","39.24","$4.35B","2017","Technology","EDP Services","https://www.nasdaq.com/symbol/carg",
"CARO","Carolina Financial Corporation","35.71","$796.33M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caro",
"CART","Carolina Trust BancShares, Inc.","8.33","$59.62M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cart",
"CRZO","Carrizo Oil & Gas, Inc.","10.18","$932.77M","1997","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/crzo",
"TAST","Carrols Restaurant Group, Inc.","10.08","$373M","2006","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/tast",
"CARV","Carver Bancorp, Inc.","3.282","$12.14M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/carv",
"CASM","CAS Medical Systems, Inc.","2.43","$68.52M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/casm",
"CASA","Casa Systems, Inc.","9.44","$781.39M","2017","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/casa",
"CWST","Casella Waste Systems, Inc.","33.84","$1.57B","1997","Public Utilities","Environmental Services","https://www.nasdaq.com/symbol/cwst",
"CASY","Caseys General Stores, Inc.","129.27","$4.73B","1983","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/casy",
"CASI","CASI Pharmaceuticals, Inc.","3.16","$295.74M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/casi",
"CASS","Cass Information Systems, Inc","49.65","$732.5M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cass",
"CTRM","Castor Maritime Inc.","5","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ctrm",
"CATB","Catabasis Pharmaceuticals, Inc.","5.41","$40.55M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/catb",
"CBIO","Catalyst Biosciences, Inc. ","7.86","$93.87M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","2.86","$293.83M","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","9.75","$157.33M","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cats",
"CATY","Cathay General Bancorp","36.68","$2.95B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/caty",
"CGVIC","Causeway ETMF Trust","100.1","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cgvic",
"CIVEC","Causeway ETMF Trust","100.12","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/civec",
"CVCO","Cavco Industries, Inc.","124.57","$1.13B","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/cvco",
"CBFV","CB Financial Services, Inc.","25","$135.81M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cbfv",
"CBAT","CBAK Energy Technology, Inc.","1","$26.65M","n/a","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cbat",
"CBMB","CBM Bancorp, Inc.","13.17","$55.74M","2018","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cbmb",
"CBOE","Cboe Global Markets, Inc.","92.33","$10.32B","2010","n/a","n/a","https://www.nasdaq.com/symbol/cboe",
"CBTX","CBTX, Inc.","32.45","$808.23M","2017","Finance","Major Banks","https://www.nasdaq.com/symbol/cbtx",
"CDK","CDK Global, Inc.","57.5","$7.17B","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/cdk",
"CDW","CDW Corporation","92.3","$13.57B","2013","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/cdw",
"CECE","CECO Environmental Corp.","7.24","$253.04M","n/a","Capital Goods","Pollution Control Equipment","https://www.nasdaq.com/symbol/cece",
"CELC","Celcuity Inc.","19.44","$197.49M","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","84.46","$59.3B","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","1.399","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","5.1","$61.71M","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","1.02","$6.65M","2016","n/a","n/a","https://www.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","0.2","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","2.12","$10.09M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.039","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.0999","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","18.04","$765.44M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","19.12","$345.72M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbmg",
"CLSN","Celsion Corporation","2.29","$42.9M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsn",
"CELH","Celsius Holdings, Inc.","3.51","$179.47M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/celh",
"CYAD","Celyad SA","20.81","$248.52M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyad",
"CETX","Cemtrex Inc.","0.6","$8.49M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetx",
"CETXP","Cemtrex Inc.","2.02","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxp",
"CETXW","Cemtrex Inc.","0.032","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cetxw",
"CDEV","Centennial Resource Development, Inc.","8.68","$2.4B","2016","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/cdev",
"CSFL","CenterState Bank Corporation","25.43","$2.43B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/csfl",
"CETV","Central European Media Enterprises Ltd.","3.48","$879.93M","1994","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/cetv",
"CFBK","Central Federal Corporation","13.1","$56.36M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cfbk",
"CENT","Central Garden & Pet Company","29.96","$1.74B","1993","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cent",
"CENTA","Central Garden & Pet Company","26.98","$1.56B","n/a","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/centa",
"CVCY","Central Valley Community Bancorp","19.85","$273.04M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cvcy",
"CTRC","Centric Brands Inc.","4.02","$234.51M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ctrc",
"CENX","Century Aluminum Company","7.64","$673.11M","1996","Basic Industries","Aluminum","https://www.nasdaq.com/symbol/cenx",
"CNBKA","Century Bancorp, Inc.","77.37","$430.79M","1987","Finance","Major Banks","https://www.nasdaq.com/symbol/cnbka",
"CNTY","Century Casinos, Inc.","8.14","$239.63M","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/cnty",
"CRNT","Ceragon Networks Ltd.","3.73","$292.32M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/crnt",
"CERC","Cerecor Inc.","5.51","$224.83M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cerc",
"CERN","Cerner Corporation","55.45","$17.99B","1986","Technology","EDP Services","https://www.nasdaq.com/symbol/cern",
"CERS","Cerus Corporation","6.48","$887.46M","1997","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cers",
"KOOL","Cesca Therapeutics Inc.","0.34","$7.36M","n/a","Capital Goods","Medical Specialities","https://www.nasdaq.com/symbol/kool",
"CEVA","CEVA, Inc.","27.59","$604.29M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/ceva",
"CFFA","CF Finance Acquisition Corp.","9.85","$278.35M","2019","Finance","Business Services","https://www.nasdaq.com/symbol/cffa",
"CFFAU","CF Finance Acquisition Corp.","10.18","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/cffau",
"CFFAW","CF Finance Acquisition Corp.","0.45","n/a","2019","Finance","Business Services","https://www.nasdaq.com/symbol/cffaw",
"CSBR","Champions Oncology, Inc.","9.67","$110.24M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/csbr",
"CYOU","Changyou.com Limited","18.78","$990.05M","2009","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/cyou",
"BURG","Chanticleer Holdings, Inc.","1.985","$7.38M","n/a","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/burg",
"CTHR","Charles & Colvard Ltd.","1.03","$22.25M","1997","Consumer Durables","Consumer Specialties","https://www.nasdaq.com/symbol/cthr",
"GTLS","Chart Industries, Inc.","86.7","$2.74B","2006","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/gtls",
"CHTR","Charter Communications, Inc.","337.54","$76.07B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/chtr",
"CTAC","ChaSerg Technology Acquisition Corp.","9.8172","$276.26M","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctac",
"CTACU","ChaSerg Technology Acquisition Corp.","10.16","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacu",
"CTACW","ChaSerg Technology Acquisition Corp.","0.6","n/a","2018","Finance","Business Services","https://www.nasdaq.com/symbol/ctacw",
"CHKP","Check Point Software Technologies Ltd.","118.94","$18.92B","1996","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/chkp",
"CHEK","Check-Cap Ltd.","2.14","$11.41M","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.0833","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekw",
"CHEKZ","Check-Cap Ltd.","0.35","n/a","n/a","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekz",
"CKPT","Checkpoint Therapeutics, Inc.","2.71","$92.27M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","6","$103.12M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cemi",
"CHFC","Chemical Financial Corporation","42.9","$3.07B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chfc",
"CCXI","ChemoCentryx, Inc.","10.01","$522.44M","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ccxi",
"CHMG","Chemung Financial Corp","44.85","$217.75M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chmg",
"CHKE","Cherokee Inc.","0.74","$10.53M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/chke",
"CHFS","CHF Solutions, Inc.","4.3","$2.21M","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","5.9","$144.14M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/chma",
"CSSE","Chicken Soup for the Soul Entertainment, Inc.","8.2","$95.25M","2017","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/csse",
"CSSEP","Chicken Soup for the Soul Entertainment, Inc.","24.1594","n/a","n/a","Consumer Services","Movies/Entertainment","https://www.nasdaq.com/symbol/cssep",
"PLCE","Children&#39;s Place, Inc. (The)","89.29","$1.45B","1997","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/plce",
"CMRX","Chimerix, Inc.","1.79","$90.8M","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmrx",
"CADC","China Advanced Construction Materials Group, Inc.","2.6698","$14.91M","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/cadc",
"CAAS","China Automotive Systems, Inc.","3.9","$123.41M","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/caas",
"GLG","China Bat Group, Inc.","1.76","$1.73M","2013","Finance","Major Banks","https://www.nasdaq.com/symbol/glg",
"CBPO","China Biologic Products Holdings, Inc.","82.83","$3.26B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbpo",
"CCCL","China Ceramics Co., Ltd.","1.71","$9.67M","n/a","Capital Goods","Building Materials","https://www.nasdaq.com/symbol/cccl",
"CCRC","China Customer Relations Centers, Inc.","11.36","$208.22M","2015","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ccrc",
"JRJC","China Finance Online Co. Limited","1.42","$33.54M","2004","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/jrjc",
"HGSH","China HGS Real Estate, Inc.","1.15","$51.81M","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/hgsh",
"CIFS","China Internet Nationwide Financial Services Inc.","3.18","$70.32M","2017","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/cifs",
"CJJD","China Jo-Jo Drugstores, Inc.","2.73","$79M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cjjd",
"CLDC","China Lending Corporation","1.21","$29.68M","2014","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/cldc",
"CHNR","China Natural Resources, Inc.","1.7075","$42.54M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/chnr",
"CREG","China Recycling Energy Corporation","0.9949","$10.24M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/creg",
"SXTC","China SXT Pharmaceuticals, Inc.","6.74","$160.08M","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sxtc",
"CNTF","China TechFaith Wireless Communication Technology Limited","1.1942","$12.64M","2005","n/a","n/a","https://www.nasdaq.com/symbol/cntf",
"CXDC","China XD Plastics Company Limited","2.5","$126.12M","n/a","Capital Goods","Containers/Packaging","https://www.nasdaq.com/symbol/cxdc",
"CCIH","ChinaCache International Holdings Ltd.","1.17","$31.17M","2010","Technology","EDP Services","https://www.nasdaq.com/symbol/ccih",
"CNET","ChinaNet Online Holdings, Inc.","1.64","$26.46M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/cnet",
"IMOS","ChipMOS TECHNOLOGIES INC.","15.86","$573.16M","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/imos",
"CDXC","ChromaDex Corporation","3.54","$195.06M","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/cdxc",
"CHSCL","CHS Inc","27","n/a","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscl",
"CHSCM","CHS Inc","26.3","$499.7M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscm",
"CHSCN","CHS Inc","26.58","$446.54M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscn",
"CHSCO","CHS Inc","27.7","$313.54M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chsco",
"CHSCP","CHS Inc","29.52","$213.5M","n/a","Consumer Services","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/chscp",
"CHDN","Churchill Downs, Incorporated","87.38","$3.52B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/chdn",
"CHUY","Chuy&#39;s Holdings, Inc.","21.35","$361.89M","2012","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/chuy",
"CDTX","Cidara Therapeutics, Inc.","2.4","$66.6M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cdtx",
"CMCT","CIM Commercial Trust Corporation","18.4","$805.83M","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmct",
"CMCTP","CIM Commercial Trust Corporation","25.1","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/cmctp",
"CMPR","Cimpress N.V","74.91","$2.31B","n/a","Miscellaneous","Publishing","https://www.nasdaq.com/symbol/cmpr",
"CINF","Cincinnati Financial Corporation","84.49","$13.77B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/cinf",
"CIDM","Cinedigm Corp","1.5","$53.52M","n/a","Consumer Services","Consumer Electronics/Video Chains","https://www.nasdaq.com/symbol/cidm",
"CTAS","Cintas Corporation","201.32","$21.05B","1983","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/ctas",
"CRUS","Cirrus Logic, Inc.","40.07","$2.37B","1989","Technology","Semiconductors","https://www.nasdaq.com/symbol/crus",
"CSCO","Cisco Systems, Inc.","51.07","$224.81B","1990","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/csco",
"CTRN","Citi Trends, Inc.","20.36","$248.39M","2005","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/ctrn",
"CTXR","Citius Pharmaceuticals, Inc.","1.25","$23.15M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.201","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxrw",
"CZNC","Citizens & Northern Corp","26.23","$325.06M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cznc",
"CZWI","Citizens Community Bancorp, Inc.","12","$131.44M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/czwi",
"CZFC","Citizens First Corporation","25.14","$63.8M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/czfc",
"CIZN","Citizens Holding Company","20.59","$100.98M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/cizn",
"CTXS","Citrix Systems, Inc.","99.98","$13.17B","1995","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ctxs",
"CHCO","City Holding Company","76.22","$1.26B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/chco",
"CIVB","Civista Bancshares, Inc. ","21.5","$335.48M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civb",
"CIVBP","Civista Bancshares, Inc. ","68.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/civbp",
"CLAR","Clarus Corporation","11.76","$365.81M","n/a","Consumer Non-Durables","Recreational Products/Toys","https://www.nasdaq.com/symbol/clar",
"CLNE","Clean Energy Fuels Corp.","2.06","$419.15M","2007","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/clne",
"CACG","ClearBridge All Cap Growth ETF","29.3409","$57.21M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cacg",
"YLDE","ClearBridge Dividend Strategy ESG ETF","28.48","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ylde",
"LRGE","ClearBridge Large Cap Growth ESG ETF","31.88","$3.19M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/lrge",
"CLFD","Clearfield, Inc.","15.37","$209.99M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clfd",
"CLRO","ClearOne, Inc.","1.8","$29.9M","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/clro",
"CLSD","Clearside Biomedical, Inc.","1.3","$41.63M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsd",
"CLIR","ClearSign Combustion Corporation","0.94","$25.1M","2012","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/clir",
"CMTA","Clementia Pharmaceuticals Inc.","25.82","$980.41M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmta",
"CBLI","Cleveland BioLabs, Inc.","1.74","$19.66M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/cbli",
"CLVS","Clovis Oncology, Inc.","27.47","$1.45B","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clvs",
"CLPS","CLPS Incorporation","10.1465","$140.16M","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/clps",
"CMFN","CM Finance Inc","7.75","$105.51M","2014","n/a","n/a","https://www.nasdaq.com/symbol/cmfn",
"CMFNL","CM Finance Inc","25.21","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/cmfnl",
"CMSS","CM Seven Star Acquisition Corporation","10.24","$269.55M","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmss",
"CMSSR","CM Seven Star Acquisition Corporation","0.29","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssr",
"CMSSU","CM Seven Star Acquisition Corporation","10.4","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssu",
"CMSSW","CM Seven Star Acquisition Corporation","0.18","n/a","2017","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/cmssw",
"CME","CME Group Inc.","171.54","$61.38B","2002","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/cme",
"CCNE","CNB Financial Corporation","26.98","$411.38M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/ccne",
"CCB","Coastal Financial Corporation","16.87","$200.64M","2018","Finance","Major Banks","https://www.nasdaq.com/symbol/ccb",
"COKE","Coca-Cola Consolidated, Inc.","248.6","$2.33B","1972","Consumer Non-Durables","Beverages (Production/Distribution)","https://www.nasdaq.com/symbol/coke",
"COCP","Cocrystal Pharma, Inc.","2.9","$86.78M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cocp",
"CODA","Coda Octopus Group, Inc.","7.78","$82.97M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/coda",
"CDXS","Codexis, Inc.","19.38","$1.05B","2010","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/cdxs",
"CODX","Co-Diagnostics, Inc.","1.2","$20.22M","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/codx",
"CVLY","Codorus Valley Bancorp, Inc","22.42","$200.81M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/cvly",
"JVA","Coffee Holding Co., Inc.","6.69","$37.26M","2005","Consumer Non-Durables","Food Distributors","https://www.nasdaq.com/symbol/jva",
"CCOI","Cogent Communications Holdings, Inc.","48.76","$2.26B","n/a","Consumer Services","Telecommunications Equipment","https://www.nasdaq.com/symbol/ccoi",
"CGNX","Cognex Corporation","51.49","$8.8B","1989","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/cgnx",
"CTSH","Cognizant Technology Solutions Corporation","71.15","$40.92B","1998","Technology","EDP Services","https://www.nasdaq.com/symbol/ctsh",
"CWBR","CohBar, Inc.","3.06","$130.22M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cwbr",
"COHR","Coherent, Inc.","133.86","$3.26B","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://www.nasdaq.com/symbol/cohr",
